,localizacao,tamanho_quartos,valor
1696, Lado Praia local residencial 78 - Balneario Campos Eliseos - Itanhaém - São Paulo , 73 m² construídos | 2 quartos ,180.000
1697, Rua Rodolfo Bardela 335 - Brasilândia - São Paulo Zona Norte - São Paulo , 30 m² construídos | 1 quarto ,1.390
1698, Rua Sebastião Heinen - Duarte Silveira - Petrópolis - Rio de Janeiro , 400 m² construídos | 7 quartos ,799.000
1699, Jacareí - São Paulo , 198 m² construídos | 3 quartos ,690.000
1700, 2696 - NOVINHO! 80 MIL DE ENTRADA + PARCELAS DIRETO COM O CONSTRUTOR. AGENDE JÁ SUA VISITA. 1 - Itaoca - Mongaguá - São Paulo , 70 m² construídos | 2 quartos ,165.000
1701, Centro - São Bernardo do Campo - São Paulo , 400 m² construídos | 3 quartos ,2.470.000
1702, Estrada Taguai - Chácara Do Refugio - Carapicuíba - São Paulo , 280 m² construídos | 4 quartos ,1.100.000
1703, Avenida Frederico Ozanan - Jardim Shangai - Jundiaí - São Paulo , 87 m² construídos | 3 quartos ,595.000
1704, Jardim America - Paulínia - São Paulo , 180 m² construídos | 3 quartos ,3.200
1705, Rua Ibipitanga - Itaquera - São Paulo Zona Leste - São Paulo , 53 m² construídos | 2 quartos ,239.000
1706, Rodovia Waldomiro Corrêa de Camargo - Vila Martins - Itu - São Paulo , 221 m² construídos | 3 quartos ,1.400.000
1707, Loteamento Vale Das Flores - Atibaia - São Paulo , 280 m² construídos | 3 quartos ,700.000
1708, Cidade Nova I - Jundiaí/SP - Cidade Nova - Jundiaí - São Paulo , 125 m² totais | 3 quartos ,495.000
1709," RUA PROFESSOR WAGNER ROBERTO MAURO, - Vivendas Do Lago - Sorocaba - São Paulo ", 350 m² construídos | 4 quartos ,1.450.000
1710, Jardim Novo Mundo - Sorocaba - São Paulo , 210 m² construídos | 4 quartos ,750.000
1711, Itapetinga - Atibaia - São Paulo , 300 m² construídos | 4 quartos ,750.000
1712, Estrada do Lutero - Paisagem Renoir - Cotia - São Paulo , 70 m² construídos | 2 quartos ,350.000
1713, Jardim Paulista - Sorocaba - São Paulo , 74 m² construídos | 2 quartos ,205.000
1714, Búzios - Rio de Janeiro , 300 m² construídos | 4 quartos ,1.800.000
1715, AVENIDA DOUTOR JOSÉ BONIFÁCIO COUTINHO NOGUEIRA - Jardim Madalena - Campinas - São Paulo , 156 m² construídos | 3 quartos ,890.000
1716, Rua Avaré - Parque Dom Henrique - Cotia - São Paulo , 416 m² construídos | 3 quartos ,1.200.000
1717, Jardim Indaiá - Embu das Artes - São Paulo , 305 m² construídos | 4 quartos ,1.089.000
1718, Enseada - Guarujá - São Paulo , 335 m² construídos | 7 quartos ,800.000
1719," SALVADOR ARENA, - Montanhão - São Bernardo do Campo - São Paulo ", 46 m² construídos | 2 quartos ,180.000
1720, Rua Aquirás - Vila Granada - São Paulo Zona Leste - São Paulo , 70 m² construídos | 2 quartos ,350.000
1721, Avenida Professor Clarismundo Fornari - Engordadouro - Jundiaí - São Paulo , 276 m² construídos | 4 quartos ,1.390.000
1722, Alameda Suíça - Residencial Euroville - Carapicuíba - São Paulo , 432 m² construídos | 4 quartos ,1.450.000
1723, Penha De Franca - São Paulo Zona Leste - São Paulo , 125 m² construídos | 2 quartos ,600.000
1724, Iuriy Ivanoff (11) 9 7095-5858 - Ref 1609 - Centro - Boituva - São Paulo , 250 m² construídos | 5 quartos ,580.000
1725, Vitoriano dos Anjos 50 - Jardim Nossa Senhora do Carmo - São Paulo Zona Leste - São Paulo , 350 m² construídos | 4 quartos ,820.000
1726, Rua Cabo João Teruel Fregoni - Ponte Grande - Guarulhos - São Paulo , 260 m² construídos | 4 quartos ,800.000
1727, Alameda Bonfim - Bertioga - São Paulo , 340 m² construídos | 5 quartos ,4.350.000
1728, Alameda Bonfim - Bertioga - São Paulo , 340 m² construídos | 5 quartos ,4.350.000
1729, Hortolândia - São Paulo , 350 m² construídos | 4 quartos ,900.000
1730, Parque Das Laranjeiras - Sorocaba - São Paulo , 53 m² construídos | 2 quartos ,155.000
1731, Escritório Imobiliário Roberto Lorenzato 115 - Estancia Balnearia Maria Helena Novães - Peruíbe - São Paulo , 228 m² construídos | 4 quartos ,650.000
1732, Avenida Luiz José Sereno 800 - Jardim Ermida II - Jundiaí - São Paulo , 120 m² construídos | 3 quartos ,795.000
1733, Rua Antônio Carlos Gomes - Jardim Indaiá - Embu das Artes - São Paulo , 414 m² construídos | 4 quartos ,1.600.000
1734, Estrada Municipal Walter Steurer - Chácara Pavoeiro - Cotia - São Paulo , 124 m² construídos | 3 quartos ,580.000
1735, RUA DONA FRANCISCA - Ságuaçu - Joinville - Santa Catarina , 210 m² totais | 3 quartos ,2.500.000
1736, Praia Grande - São Paulo , 56 m² construídos | 2 quartos ,230.000
1737, Avenida São Paulo - Mongaguá - São Paulo , 152 m² construídos | 4 quartos ,260.000
1738, Itanhaém - São Paulo , 126 m² construídos | 2 quartos ,219.000
1739, Rua NELSON TRAMONTINI 234 - Canadá - Cascavel - Paraná , 180 m² construídos | 2 quartos ,1.387.531.717
1740, Estância Velha - Rio Grande do Sul , 76 m² construídos | 3 quartos ,250.000
1741, Jardim São Manoel - Guarulhos - São Paulo , 125 m² totais | 2 quartos ,350.000
1742, Jardim Praia Grande- Mongaguá 00 - Jardim Praia Grande - Mongaguá - São Paulo , 79 m² construídos | 3 quartos ,219.700
1743, Vila Formosa - São Paulo Zona Leste - São Paulo , 150 m² construídos | 3 quartos ,799.000
1744, Rua Santo Antônio - Itupeva - São Paulo , 121 m² construídos | 3 quartos ,550.000
1745, Jardim São José - Mauá - São Paulo , 65 m² construídos | 2 quartos ,345.000
1746, rua das pacas 1001 - Unamar - Cabo Frio - Rio de Janeiro , 60 m² construídos | 1 quarto ,95.000
1747, Vila Francisco Matarazzo - Santo André - São Paulo , 160 m² construídos | 3 quartos ,450.000
1748, Jardim Santa Júlia - São José dos Campos - São Paulo , 140 m² construídos | 2 quartos ,379.000
1749, Estrada Francisco da Cruz Nunes - Piratininga - Niterói - Rio de Janeiro , 602 m² construídos | 5 quartos ,3.600.000
1750, Rua José Fontebasso - Jardim Dona Donata - Jundiaí - São Paulo , 275 m² construídos | 4 quartos ,1.400.000
1751, Enseada Das Gaivotas - Rio das Ostras - Rio de Janeiro , 200 m² construídos | 4 quartos ,790.000
1752, Travessa São Domingos - São Domingos - Niterói - Rio de Janeiro , 200 m² construídos | 5 quartos ,390.000
1753, Residencial Sol Nascente - São Paulo Zona Oeste - São Paulo , 128 m² construídos | 3 quartos ,880.000
1754, R FORTALEZA 498 - Centro - Cascavel - Paraná , 450 m² construídos | 4 quartos ,1.410.486.098
1755, Maria Helena Marcondes 47 - Três Marias - Igaratá - São Paulo , 260 m² construídos | 3 quartos ,1.250.000
1756, Peruíbe - São Paulo , 99 m² construídos | 3 quartos ,480.000
1757, Estrada Pau-Ferro - Pechincha - Rio de Janeiro Zona Oeste - Rio de Janeiro , 378 m² construídos | 4 quartos ,2.500.000
1758, Vila Granada - São Paulo Zona Leste - São Paulo , 389 m² construídos | 4 quartos ,3.100.000
1759, Mogi das Cruzes - São Paulo , 186 m² construídos | 2 quartos ,450.000
1760, Rua Touro - Palos Verdes - Cotia - São Paulo , 575 m² construídos | 4 quartos ,1.950.000
1761, Alameda Terras Altas - Tamboré - Santana de Parnaíba - São Paulo , 465 m² construídos | 4 quartos ,3.500.000
1762, Quintino Facci II - Ribeirão Preto - São Paulo , 160 m² construídos | 3 quartos ,175.000
1763, av. Mauro Marques da Silva 299 - Vila Antônio - São Paulo Zona Oeste - São Paulo , 113 m² construídos | 3 quartos ,575.000
1764, Local residencial proximo ao comercio e ao centro 106 - Suarão - Itanhaém - São Paulo , 70 m² construídos | 2 quartos ,165.000
1765, Rua Atibaia - Jardim Colonial - Jundiaí - São Paulo , 94 m² construídos | 3 quartos ,530.000
1766, Parque das Nações - Santo André - São Paulo , 269 m² construídos | 3 quartos ,850.000
1767, Jardim Bela Vista - Santo André - São Paulo , 221 m² construídos | 3 quartos ,700.000
1768, Parque São Bento - Sorocaba - São Paulo , 75 m² construídos | 2 quartos ,159.000
1769, Alameda Caiaué - Bertioga - São Paulo , 560 m² construídos | 6 quartos ,4.985.000
1770, Parque Terranova - Valinhos - São Paulo , 391 m² construídos | 3 quartos ,980.000
1771, Búzios - Rio de Janeiro , 250 m² construídos | 4 quartos ,4.800.000
1772, Jardim Santa Paula - Guarulhos - São Paulo , 200 m² construídos | 1 quarto ,350.000
1773, ESTRADA DA APARECIDINHA - Araçariguama - São Paulo , 175 m² totais ,80.000
1774, Rua Damianópolis - Vila Galvão - Guarulhos - São Paulo , 160 m² construídos | 3 quartos ,780.000
1775, Jardim Altos De Santana II - Jacareí - São Paulo , 200 m² construídos | 3 quartos ,470.000
1776, Praia Grande - São Paulo , 102 m² construídos | 2 quartos ,480.000
1777, Jardim Ivone - São Paulo Zona Leste - São Paulo , 198 m² construídos | 3 quartos ,470.000
1778, Nao Informado - Cidade Antônio Estevão de Carvalho - São Paulo Zona Leste - São Paulo , 2 quartos ,430.000
1779, Avenida Juvenal Arantes - Jardim Carolina - Jundiaí - São Paulo , 111 m² construídos | 3 quartos ,510.000
1780, Alameda Estrutural 1 - Patrimônio Do Carmo - Vargem Grande Paulista - São Paulo , 398 m² construídos | 3 quartos ,850.000
1781, Estrada do Capuava - Chácara Ondas Verdes - Cotia - São Paulo , 82 m² construídos | 3 quartos ,400.000
1782, Granja Guarani - Teresópolis - Rio de Janeiro , 262 m² construídos | 3 quartos ,945.000
1783, Tatuapé - São Paulo Zona Leste - São Paulo , 172 m² construídos | 3 quartos ,1.499.000
1784, Passeio de Piratininga - Riviera De São Lourenço - Bertioga - São Paulo , 420 m² construídos | 5 quartos ,4.500.000
1785, Rua Guimarães Rosa - Praia Grande - São Paulo , 58 m² construídos | 2 quartos ,199.000
1786," RUA SIQUEIRA CAMPOS, 271 - Centro - Birigüi - São Paulo ", 394 m² construídos | 3 quartos ,1.950
1787, São Paulo Zona Leste - São Paulo , 163 m² construídos | 3 quartos ,890.000
1788, Araçoiaba da Serra - São Paulo , 510 m² construídos | 7 quartos ,1.650.000
1789, Avenida Antônio Frederico Ozanan - Jardim Shangai - Jundiaí - São Paulo , 93 m² construídos | 3 quartos ,530.000
1790, Código:5700 11464 - Balneário São Jorge - Itanhaém - São Paulo , 90 m² construídos | 3 quartos ,215.000
1791, Mongaguá - São Paulo , 125 m² totais | 2 quartos ,210.000
1792, Rua 1º de Maio 00 - Jardim Buriti - Várzea Paulista - São Paulo , 84 m² construídos | 2 quartos ,270.000
1793, Rua Astorga - Vila Guilhermina - São Paulo Zona Leste - São Paulo , 149 m² construídos | 3 quartos ,450.000
1794, Jardim Bela Vista - Rio das Ostras - Rio de Janeiro , 65 m² construídos | 2 quartos ,220.000
1795, Jardim Santa Esmeralda - Sorocaba - São Paulo , 69 m² construídos | 2 quartos ,169.000
1796, Vila Osasco - Osasco - São Paulo , 320 m² construídos | 2 quartos ,830.000
1797, Rua José Guardino - Parque Primavera - Carapicuíba - São Paulo , 379 m² construídos | 3 quartos ,1.600.000
1798, Avenida Alberto Camus - Jardim Vila Formosa - São Paulo Zona Leste - São Paulo , 106 m² construídos | 2 quartos ,550.000
1799, Quiririm - Taubaté/SP - Estiva - Taubaté - São Paulo , 360 m² totais | 3 quartos ,1.400.000
1800, Avenida Luiz Jose Sereno - Jardim Ermida II - Jundiaí - São Paulo , 173 m² construídos | 3 quartos ,995.000
1801, Água Chata - Guarulhos - São Paulo , 53 m² construídos | 2 quartos ,315.000
1802, Rua Ceu Azul - Mongaguá - São Paulo , 70 m² construídos | 1 quarto ,140.000
1803, Parque Renato Maia - Guarulhos - São Paulo , 95 m² construídos | 3 quartos ,800.000
1804, Parque Savoy City - São Paulo Zona Leste - São Paulo , 165 m² construídos | 3 quartos ,498.000
1805, Rua Alfredo Ceschiatti 84 - Sarzedo - Minas Gerais , 165 m² construídos | 3 quartos ,850.000
1806, Estrada Municipal 66 - Centro - Juquiá - São Paulo , 10000 m² construídos | 1 quarto ,115.000
1807, Frente pro Mar c/ piscina 3 quartos sendo 1 suite churrasqueira 03 - Balneario Campos Eliseos - Itanhaém - São Paulo , 185 m² construídos | 3 quartos ,685.000
1808, Vila Mesquita - São Paulo Zona Leste - São Paulo , 57 m² construídos | 2 quartos ,295.000
1809, Vila Tiberio - Ribeirão Preto - São Paulo , 70 m² construídos | 2 quartos ,135.000
1810, Jacareí - São Paulo , 250 m² totais | 3 quartos ,640.000
1811, Alameda Bonfim - Bertioga - São Paulo , 322 m² construídos | 5 quartos ,4.000.000
1812, Ibiti Royal Park - Sorocaba - São Paulo , 234 m² construídos | 3 quartos ,1.100.000
1813, Vila Barão - Sorocaba - São Paulo , 70 m² construídos | 3 quartos ,185.000
1814, Servidão Augusto Schonwandt - Itamarati - Petrópolis - Rio de Janeiro , 350 m² construídos | 4 quartos ,800.000
1815," Avenida Rebouças, 990 - Pinheiros - São Paulo Zona Oeste - São Paulo ", 27 m² construídos ,321.000
1816, Costazul - Rio das Ostras - Rio de Janeiro , 66 m² construídos | 2 quartos ,285.000
1817, Aviação - Praia Grande - São Paulo , 118 m² construídos ,425.000
1818, Parque Dos Lagos - Ribeirão Preto - São Paulo , 208 m² construídos | 4 quartos ,595.000
1819, Rua Saint Tropez - Jardim Mediterrâneo - Cotia - São Paulo , 670 m² construídos | 5 quartos ,3.500.000
1820, Parque Residencial Villa Dos Inglezes - Sorocaba - São Paulo , 381 m² construídos | 3 quartos ,1.700.000
1821, Alameda Cipreste - Altos De São Fernando - Jandira - São Paulo , 400 m² construídos | 4 quartos ,1.800.000
1822, Vila Príncipe de Gales - Santo André - São Paulo , 51 m² construídos | 2 quartos ,1.400
1823, Estrada da mina - Itupeva - São Paulo , 300 m² construídos | 4 quartos ,1.150.000
1824, Estrada da mina - Itupeva - São Paulo , 300 m² construídos | 4 quartos ,1.150.000
1825, Parque João Ramalho - Santo André - São Paulo , 125 m² construídos | 3 quartos ,300.000
1826, Mongaguá - São Paulo , 140 m² totais | 2 quartos ,198.900
1827, Peruíbe - São Paulo , 270 m² construídos | 5 quartos ,1.150.000
1828, Parque Oratório - Santo André - São Paulo , 250 m² construídos | 4 quartos ,750.000
1829, Ingleses do Rio Vermelho - Florianópolis - Santa Catarina , 118 m² construídos | 3 quartos ,320.000
1830, Jardim Das Flores - Osasco - São Paulo , 160 m² construídos | 3 quartos ,730.000
1831, Avenida Agenor de Campos - Mongaguá - São Paulo , 77 m² construídos | 1 quarto ,130.000
1832, Búzios - Rio de Janeiro , 700 m² construídos | 4 quartos ,10.000.000
1833, Vila Santo Antônio - Cotia - São Paulo , 243 m² construídos | 5 quartos ,6.700
1834, Rua Pedro Vítor Massote - Parque dos Príncipes - São Paulo Zona Oeste - São Paulo , 660 m² construídos | 4 quartos ,2.300.000
1835, AVENIDA BENEDICTO QUIRINO - Jundiaí - São Paulo , 270 m² construídos | 3 quartos ,1.590.000
1836, Rua Raiz da Serra - Jardim Oriental - São Paulo Zona Sul - São Paulo , 250 m² construídos | 4 quartos ,920.000
1837, Marcelo Tajiki (11) 9-53623362 Rodovia Bunjiro Nakao Ref 1884 - Condomínio Santa Adelia - Vargem Grande Paulista - São Paulo , 34789 ha construídos | 4 quartos ,1.150.000
1838, Atibaia - São Paulo , 90 m² construídos | 2 quartos ,325.000
1839, Petrópolis - Itaipava - Petrópolis - Rio de Janeiro , 470 m² construídos | 6 quartos ,820.000
1840, RUA TENENTE ROBERTO REYNALDO - Jundiaí - São Paulo , 260 m² construídos | 3 quartos ,1.650.000
1841, Rua Embirataí - Jardim Santa Maria - São Paulo Zona Leste - São Paulo , 100 m² construídos | 3 quartos ,450.000
1842," RUA SELMA APARECIDA SAID, 01 - Horto Florestal - Sorocaba - São Paulo ", 157 m² construídos | 3 quartos ,509.000
1843, Jardim Frizzo - Guarulhos - São Paulo , 110 m² construídos | 3 quartos ,450.000
1844, Jardim Planalto - Paulínia - São Paulo , 300 m² construídos | 5 quartos ,4.000
1845, Rua Mena - Jardim Santa Mena - Guarulhos - São Paulo , 110 m² construídos | 2 quartos ,480.000
1846, Vila Floresta - Santo André - São Paulo , 90 m² construídos | 2 quartos ,400.000
1847, Jardim Passárgada I - Cotia - São Paulo , 580 m² construídos | 3 quartos ,1.537.000
1848, Rua Variante Américo Pedro Benedetti - Pinhalzinho - São Paulo , 160 m² construídos | 3 quartos ,270.000
1849, Via das Magnólias - Jardim Colibri - Cotia - São Paulo , 108 m² construídos | 4 quartos ,650.000
1850, Rua Tapiti - Do Apache - Cotia - São Paulo , 270 m² construídos | 4 quartos ,1.200.000
1851, RODOVIA DOM GABRIEL PAULINO BUENO COUTO - Medeiros - Jundiaí - São Paulo , 473 m² construídos | 5 quartos ,2.500.000
1852, Jordanopolis - Arujá - São Paulo , 286 m² construídos | 3 quartos ,550.000
1853, Vila Esperança - São Paulo Zona Leste - São Paulo , 257 m² construídos | 4 quartos ,900.000
1854, Escritório Imobiliário Roberto Lorenzato 115 - Jardim Beira Mar - Peruíbe - São Paulo , 144 m² construídos | 3 quartos ,358.000
1855, Escritório Imobiliário Roberto Lorenzato 115 - Jardim Três Marias - Peruíbe - São Paulo , 140 m² construídos | 4 quartos ,697.000
1856, Parque São Bento - Sorocaba - São Paulo , 125 m² totais | 2 quartos ,190.000
1857, Alameda Guiomar Novaes - São José dos Campos - São Paulo , 450 m² construídos | 5 quartos ,3.350.000
1858, Aviação - Praia Grande - São Paulo , 118 m² construídos | 2 quartos ,460.000
1859, Jardim do Papai - Guarulhos - São Paulo , 110 m² construídos | 3 quartos ,500.000
1860, Jardim Mariléa - Rio das Ostras - Rio de Janeiro , 70 m² construídos | 2 quartos ,230.000
1861, 3442 - Sobrado Vera Cruz 4 Dormitórios Financiamento Bancário 1 - Vera Cruz - Mongaguá - São Paulo , 80 m² construídos | 4 quartos ,269.000
1862, Avenida da Paz - Jardim São Judas Tadeu - Guarulhos - São Paulo , 360 m² construídos | 4 quartos ,721.000
1863, Proximo ao centro local residencial 76 - Balneario Suarão - Itanhaém - São Paulo , 70 m² construídos | 2 quartos ,165.000
1864, Jardim das Nações - Taubaté/SP - Jardim das Nações - Taubaté - São Paulo , 389 m² construídos | 3 quartos ,6.000
1865, Jardim Progresso - Franco da Rocha - São Paulo , 58 m² construídos | 2 quartos ,208.000
1866, Rua Victoria 00 - Jardim Montreal Residence - Indaiatuba - São Paulo , 105 m² construídos | 3 quartos ,535.000
